"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1352","GI.SAP11.298","298. In practice, asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are audited.","self","","SingleChoice","raw","50","50.0","The asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are subject to random auditing, but audits are limited in some way, such as using inadequate auditing standards, or the presence of exceptions to disclosed assets.","376","4","C403"
"Q1352","GI.SAP11.298","298. In practice, asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are audited.","self","","SingleChoice","raw","25","25.0",,"376","4","C403"
"Q1352","GI.SAP11.298","298. In practice, asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are audited.","self","","SingleChoice","raw","0","0.0","The asset disclosures of members of the agency or set of agencies tasked with enforcing state ethics rules are not audited, or the audits performed have no value.  Audits may be performed by entities known to be partisan or biased in their practices.","376","4","C403"
"Q1353","GI.SAP11.299","299. In law, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if members of the agency or set of agencies tasked with enforcing state ethics rules file asset disclosure forms that are, in law, accessible to the public (individuals, CSOs or journalists).","377","4","C403"
"Q1353","GI.SAP11.299","299. In law, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there is no asset disclosure for members of the agency or set of agencies tasked with enforcing state ethics rules. A NO score is also earned if the forms are filed but are not available to the public.","377","4","C403"
"Q1354","GI.SAP11.300","300. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules within a reasonable time period.","self","","SingleChoice","raw","100","100.0","Records are available online, or records can be obtained within two weeks. Records are uniformly available.","378","4","C403"
"Q1354","GI.SAP11.300","300. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules within a reasonable time period.","self","","SingleChoice","raw","75","75.0",,"378","4","C403"
"Q1354","GI.SAP11.300","300. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules within a reasonable time period.","self","","SingleChoice","raw","50","50.0","Records take from two weeks to one month to obtain. Some additional delays may be experienced.  ","378","4","C403"
"Q1354","GI.SAP11.300","300. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules within a reasonable time period.","self","","SingleChoice","raw","25","25.0",,"378","4","C403"
"Q1354","GI.SAP11.300","300. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules within a reasonable time period.","self","","SingleChoice","raw","0","0.0","Records take more than one month to acquire. In some cases, most records may be available sooner, but there may be persistent delays in obtaining politically sensitive records. ","378","4","C403"
"Q1355","GI.SAP11.301","301. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules at a reasonable cost.","self","","SingleChoice","raw","100","100.0","Records are free to all citizens, or available for the cost of photocopying. Records can be obtained at little cost, such as by mail, or online. A visit to city offices may be necessary to procure documents.","379","4","C403"
"Q1355","GI.SAP11.301","301. In practice, the public can access the asset disclosure records of members of the agency or set of agencies tasked with enforcing state ethics rules at a reasonable cost.","self","","SingleChoice","raw","75","75.0",,"379","4","C403"
